doc_id,index_in_doc,term,is_food
6,271,the,False
6,328,plate,False
6,334,when,False
6,339,you,False
6,343,order,False
6,349,take,False
6,354,out,False
6,171,and,False
6,285,the,False
6,366,servers,False
6,374,will,False
6,131,be,False
6,382,extra,False
6,388,nice,False
6,358,and,False
6,397,funny,False
2,0,server,False
2,7,was,False
2,8,a,False
2,13,little,False
2,20,rude,False
2,25,ordered,False
2,33,the,False
2,37,calamari,True
2,48,duck,False
2,53,confit,False
2,62,poutine,False
2,72,and,False
2,76,the,False
2,83,trout,False
2,89,fish,False
2,96,with,False
2,101,miso,False
2,108,soba,False
2,116,all,False
2,120,very,False
2,125,tasty,False
2,132,definitely,False
2,143,not,False
2,147,your,False
2,152,typical,False
2,160,diner,False
8,0,great,False
8,6,place,False
8,12,in,False
8,15,chinatown,False
8,20,to,False
8,28,get,False
8,32,banh,False
8,37,mi,False
8,40,just,False
8,45,make,False
8,50,sure,False
8,55,you,False
8,59,know,False
8,64,what,False
8,69,you,False
8,73,want,False
8,78,as,False
8,81,it,False
8,84,is,False
8,87,really,False
8,94,crazy,False
8,17,in,False
8,103,there,False
8,109,and,False
8,113,hectic,False
8,103,the,False
8,124,ladies,False
8,131,behind,False
8,120,the,False
8,142,counter,False
8,150,will,False
8,155,harass,False
8,162,you,False
8,166,until,False
8,172,you,False
8,176,move,False
8,181,alonglots,False
8,191,of,False
8,194,great,False
8,200,prepacked,False
8,210,food,False
8,158,as,False
8,218,well,False
8,223,if,False
8,138,the,False
8,230,sandwich,True
8,239,isnt,False
8,244,your,False
8,249,thing,False
9,0,very,False
9,5,busy,False
9,10,place,False
9,16,here,False
9,21,on,False
9,12,a,False
9,26,friday,False
9,33,night,False
9,40,definitely,False
9,51,has,False
9,24,a,False
9,57,queen,False
9,63,street,False
9,70,feel,False
9,75,with,False
9,80,the,False
9,84,decor,False
9,91,food,False
9,96,is,False
9,30,a,False
9,101,little,False
9,108,pricey,False
9,115,but,False
9,119,not,False
9,123,bad,False
9,129,shrimp,False
9,136,tempura,False
9,146,appetizer,False
9,156,is,False
9,52,a,False
9,161,good,False
9,166,size,False
9,171,for,False
9,175,sharing,False
9,184,sweet,False
9,192,potato,False
9,199,wedges,False
9,210,are,False
9,214,well,False
9,219,paired,False
9,226,with,False
9,231,the,False
9,236,wasabi,False
9,243,mayo,False
9,251,rolls,False
9,257,are,False
9,261,very,False
9,266,good,False
9,272,they,False
9,277,have,False
9,55,a,False
9,284,different,False
9,294,pink,False
9,300,dragon,False
9,251,roll,False
9,314,that,False
9,319,has,False
9,323,scallops,True
9,304,on,False
9,272,the,False
9,339,top,False
9,344,green,False
9,351,dragon,False
9,358,rolls,False
9,366,are,False
9,370,definitely,False
9,99,a,False
9,383,must,False
9,388,try,False
9,335,the,False
9,397,avocado,True
9,405,is,False
9,408,very,False
9,413,thinly,False
9,420,sliced,False
9,427,sprinkled,False
9,437,with,False
9,442,something,False
9,452,yummy,False
9,332,on,False
9,461,top,False
1,0,this,False
1,2,is,False
1,8,currently,False
1,18,my,False
1,21,parents,False
1,29,new,False
1,33,favourite,False
1,43,restaurant,False
1,55,we,False
1,58,come,False
1,63,here,False
1,68,in,False
1,71,the,False
1,75,morning,False
1,83,for,False
1,87,dim,False
1,91,sum,False
1,96,they,False
1,22,are,False
1,105,not,False
1,96,the,False
1,113,cart,False
1,118,pushing,False
1,126,type,False
1,131,of,False
1,134,dim,False
1,138,sum,False
1,39,it,False
1,5,is,False
1,148,order,False
1,154,off,False
1,154,of,False
1,109,the,False
1,165,sheet,False
1,172,dim,False
1,176,sum,False
1,145,is,False
1,183,not,False
1,187,bad,False
1,191,and,False
1,195,not,False
1,199,expensive,False
1,209,either,False
1,216,we,False
1,219,also,False
1,224,frequent,False
1,161,the,False
1,237,dinner,False
1,244,scene,False
1,251,their,False
1,257,set,False
1,261,dinner,False
1,268,menu,False
1,180,is,False
1,276,not,False
1,280,bad,False
1,285,we,False
1,288,typically,False
1,298,order,False
1,22,a,False
1,307,dish,False
1,312,menu,False
1,317,and,False
1,321,its,False
1,325,big,False
1,329,enough,False
1,336,to,False
1,339,feed,False
1,34,a,False
1,346,family,False
1,158,of,False
1,357,with,False
1,362,leftovers,False
1,373,overall,False
1,381,food,False
1,273,is,False
1,389,pretty,False
1,396,tasty,False
2,0,came,False
2,5,here,False
2,10,for,False
2,1,a,False
2,16,friends,False
2,24,birthday,False
2,34,she,False
2,38,had,False
2,42,looked,False
2,49,it,False
2,52,up,False
2,55,and,False
2,59,thought,False
2,67,it,False
2,70,sound,False
2,76,good,False
2,82,first,False
2,88,of,False
2,91,all,False
2,95,when,False
2,100,we,False
2,103,made,False
2,108,reservations,False
2,121,they,False
2,126,only,False
2,131,had,False
2,14,a,False
2,137,pm,False
2,140,time,False
2,145,slot,False
2,150,for,False
2,154,us,False
2,157,we,False
2,160,were,False
2,165,looking,False
2,173,for,False
2,177,pm,False
2,180,and,False
2,184,when,False
2,160,we,False
2,192,were,False
2,197,there,False
2,189,we,False
2,206,were,False
2,211,seated,False
2,169,in,False
2,121,the,False
2,225,lower,False
2,231,area,False
2,236,of,False
2,197,the,False
2,243,restaurant,False
2,254,which,False
2,260,was,False
2,264,pretty,False
2,271,empty,False
2,277,there,False
2,283,was,False
2,55,an,False
2,290,extensive,False
2,300,menu,False
2,305,everything,False
2,117,on,False
2,221,the,False
2,323,menu,False
2,328,sound,False
2,334,good,False
2,339,but,False
2,343,when,False
2,192,we,False
2,351,got,False
2,355,our,False
2,359,food,False
2,365,there,False
2,371,was,False
2,375,nothing,False
2,383,special,False
2,391,especially,False
2,402,for,False
2,406,what,False
2,203,we,False
2,414,paid,False
2,419,for,False
2,423,it,False
2,239,the,False
2,431,pizzas,True
2,231,are,False
2,442,huge,False
2,447,portions,False
2,70,so,False
2,460,if,False
2,463,you,False
2,467,order,False
2,473,it,False
2,476,make,False
2,481,sure,False
2,486,you,False
2,490,share,False
2,496,it,False
2,499,there,False
2,438,are,False
2,510,risottos,True
2,126,on,False
2,277,the,False
2,526,menu,False
2,319,the,False
2,535,seasonal,False
2,544,vegetable,True
2,554,one,False
2,511,is,False
2,365,the,False
2,565,better,False
2,572,one,False
2,577,some,False
2,582,of,False
2,427,the,False
2,589,pastas,True
2,596,were,False
2,601,portioned,False
2,611,differently,False
2,623,some,False
2,628,were,False
2,633,huge,False
2,638,others,False
2,645,were,False
2,650,tiny,False
2,328,so,False
2,565,be,False
2,662,carefulthe,False
2,673,food,False
2,678,came,False
2,683,out,False
2,687,really,False
2,694,fast,False
2,699,after,False
2,206,we,False
2,708,ordered,False
2,457,so,False
2,719,fast,False
2,724,that,False
2,729,some,False
2,734,of,False
2,499,the,False
2,741,food,False
2,746,was,False
2,750,cold,False
2,375,not,False
2,759,sure,False
2,612,if,False
2,767,they,False
2,772,make,False
2,777,it,False
2,218,in,False
2,783,advance,False
2,791,and,False
2,795,just,False
2,800,heat,False
2,805,up,False
2,808,afterwards,False
2,522,the,False
2,824,desserts,False
2,833,took,False
2,838,forever,False
2,515,to,False
2,849,come,False
2,114,at,False
2,531,the,False
2,19,end,False
2,865,of,False
2,561,the,False
2,872,night,False
2,878,when,False
2,585,the,False
2,887,bill,False
2,892,came,False
2,897,there,False
2,903,was,False
2,30,a,False
2,909,water,False
2,915,service,False
2,923,charge,False
2,838,for,False
2,937,people,False
2,932,for,False
2,948,just,False
2,953,getting,False
2,961,tap,False
2,965,water,False
2,972,and,False
2,977,gratuity,False
2,808,after,False
2,992,taxes,False
2,998,atmosphere,False
2,1009,was,False
2,1013,good,False
2,1018,but,False
2,638,other,False
2,1028,than,False
2,1033,that,False
2,18,i,False
2,1040,do,False
2,755,not,False
2,1047,recommend,False
2,1057,this,False
2,1062,place,False
2,213,at,False
2,397,all,False
1,0,apparently,False
1,11,haji,False
1,16,baba,False
1,21,isnt,False
1,26,open,False
1,31,on,False
1,34,sundays,False
1,42,so,False
1,45,we,False
1,48,decided,False
1,56,to,False
1,59,hit,False
1,63,up,False
1,66,tasty,False
1,72,kabob,False
1,78,instead,False
1,86,of,False
1,89,calling,False
1,60,it,False
1,100,off,False
1,104,and,False
1,108,heading,False
1,116,home,False
1,122,the,False
1,126,little,False
1,133,parking,False
1,141,lot,False
1,78,in,False
1,0,a,False
1,150,strip,False
1,156,mall,False
1,161,off,False
1,165,apache,False
1,172,was,False
1,176,bustling,False
1,185,with,False
1,190,activity,False
1,199,so,False
1,14,i,False
1,204,hoped,False
1,210,we,False
1,213,would,False
1,219,be,False
1,222,able,False
1,227,to,False
1,230,score,False
1,3,a,False
1,238,table,False
1,244,easier,False
1,251,than,False
1,256,we,False
1,259,had,False
1,263,tried,False
1,269,for,False
1,12,a,False
1,275,parking,False
1,283,spot,False
1,21,i,False
1,291,dont,False
1,296,like,False
1,301,waiting,False
1,309,for,False
1,313,the,False
1,317,first,False
1,323,meal,False
1,100,of,False
1,331,the,False
1,37,day,False
1,51,i,False
1,342,turn,False
1,347,into,False
1,352,the,False
1,356,reckapotamus,False
1,369,from,False
1,374,hell,False
1,379,whose,False
1,385,disposition,False
1,21,is,False
1,17,a,False
1,402,combination,False
1,414,between,False
1,422,that,False
1,161,of,False
1,19,a,False
1,432,pissed,False
1,439,off,False
1,443,hippopotamus,False
1,456,and,False
1,104,an,False
1,463,icy,False
1,467,cold,False
1,472,imp,False
1,476,from,False
1,481,the,False
1,485,underworld,False
1,497,but,False
1,501,there,False
1,507,wasnt,False
1,38,a,False
1,515,soul,False
1,349,to,False
1,414,be,False
1,526,found,False
1,532,enjoying,False
1,67,a,False
1,543,tasty,False
1,549,kabob,False
1,97,it,False
1,507,was,False
1,73,a,False
1,566,strange,False
1,574,twilight,False
1,583,zone,False
1,328,of,False
1,591,inactivity,False
1,603,everyone,False
1,612,and,False
1,616,their,False
1,622,mother,False
1,560,was,False
1,633,next,False
1,638,door,False
1,408,at,False
1,646,pita,True
1,651,jungle,False
1,658,but,False
1,662,just,False
1,667,because,False
1,675,there,False
1,3,are,False
1,83,a,False
1,687,lot,False
1,427,of,False
1,694,people,False
1,701,there,False
1,707,doesnt,False
1,714,mean,False
1,719,its,False
1,723,any,False
1,727,good,False
1,732,just,False
1,737,that,False
1,742,they,False
1,747,prefer,False
1,520,to,False
1,757,flock,False
1,763,toward,False
1,770,mediocrity,False
1,781,like,False
1,786,sheep,False
1,232,or,False
1,795,lemmings,False
1,804,halfway,False
1,812,through,False
1,501,the,False
1,824,meal,False
1,60,i,False
1,629,was,False
1,835,thinking,False
1,844,about,False
1,850,flocking,False
1,859,too,False
1,864,although,False
1,616,the,False
1,877,hummus,True
1,884,came,False
1,889,with,False
1,894,olives,True
1,901,chopped,False
1,909,tomatoes,True
1,918,and,False
1,922,herbs,True
1,127,it,False
1,831,was,False
1,90,a,False
1,937,bit,False
1,941,bland,False
1,947,overall,False
1,624,the,False
1,960,pitas,True
1,966,were,False
1,971,warm,False
1,943,and,False
1,980,delicious,False
1,866,though,False
1,976,and,False
1,675,the,False
1,1005,combination,False
1,439,of,False
1,1020,hummus,True
1,997,and,False
1,1031,flat,False
1,1036,bread,False
1,1042,helped,False
1,1049,keep,False
1,701,the,False
1,1058,reckapotamus,False
1,1071,banished,False
1,754,to,False
1,742,the,False
1,1087,depths,False
1,186,it,False
1,931,was,False
1,104,a,False
1,1104,generous,False
1,1113,portion,False
1,1121,for,False
1,1125,two,False
1,1129,but,False
1,78,i,False
1,1135,found,False
1,1141,myself,False
1,1148,munching,False
1,292,on,False
1,195,it,False
1,1163,just,False
1,763,to,False
1,1171,pass,False
1,820,the,False
1,1180,time,False
1,1185,until,False
1,1191,our,False
1,1195,lunches,False
1,1203,came,False
1,1208,not,False
1,1212,because,False
1,303,it,False
1,1098,was,False
1,1227,exceptionally,False
1,1241,well,False
1,1246,done,False
1,515,so,False
1,93,i,False
1,1256,wasnt,False
1,1262,ravenous,False
1,1271,when,False
1,1141,my,False
1,1279,meal,False
1,1284,arrived,False
1,1292,but,False
1,97,i,False
1,1223,was,False
1,1302,certainly,False
1,1312,looking,False
1,1320,forward,False
1,859,to,False
1,1331,some,False
1,1336,good,False
1,1341,eats,False
1,1347,alas,False
1,873,the,False
1,1356,chicken,True
1,1364,schwarma,False
1,960,pita,True
1,1378,sandwich,True
1,1387,delivered,False
1,956,the,False
1,1401,same,False
1,1406,mediocre,False
1,1415,impression,False
1,1001,the,False
1,1431,chicken,True
1,1256,was,False
1,1443,overly,False
1,1450,dry,False
1,1027,and,False
1,1458,not,False
1,1462,well,False
1,1467,seasoned,False
1,1379,and,False
1,1480,again,False
1,1054,the,False
1,1373,pita,True
1,1298,was,False
1,1083,the,False
1,1503,star,False
1,588,of,False
1,1176,the,False
1,1515,dish,False
1,112,i,False
1,1523,didnt,False
1,1529,have,False
1,1352,the,False
1,1538,persian,False
1,1546,ice,False
1,1550,cream,False
1,1556,this,False
1,1561,time,False
1,1566,but,False
1,127,i,False
1,1572,have,False
1,93,in,False
1,1397,the,False
1,1584,past,False
1,1590,its,False
1,1594,fairly,False
1,1601,cheap,False
1,1454,and,False
1,1611,delicious,False
1,1251,so,False
1,1624,if,False
1,1627,any,False
1,691,of,False
1,1634,you,False
1,846,out,False
1,1642,there,False
1,681,are,False
1,1652,interested,False
1,112,in,False
1,1666,trying,False
1,110,a,False
1,1675,flavor,False
1,1682,thats,False
1,1688,certainly,False
1,1698,not,False
1,1017,of,False
1,1427,the,False
1,424,at,False
1,1713,baskin,False
1,1720,robbins,False
1,1728,give,False
1,391,it,False
1,134,a,False
1,1738,whirl,False
1,472,im,False
1,1748,considering,False
1,1760,giving,False
1,1767,this,False
1,1772,place,False
1,1778,another,False
1,1786,star,False
1,1791,based,False
1,394,on,False
1,1486,the,False
1,1804,ice,False
1,1808,cream,False
1,1814,alone,False
1,1822,but,False
1,137,i,False
1,1828,cant,False
1,1833,bring,False
1,1839,myself,False
1,909,to,False
1,1331,so,False
1,1748,consider,False
1,557,it,False
1,148,a,False
1,1869,star,False
1,1874,experience,False
1,1885,overall,False
1,1181,im,False
1,1896,just,False
1,1901,glad,False
1,1499,the,False
1,1910,prices,False
1,1917,were,False
1,1922,reasonable,False
1,1320,for,False
1,1195,lunch,False
1,1943,six,False
1,270,or,False
1,1950,seven,False
1,1956,bucks,False
1,1933,for,False
1,157,a,False
1,1968,sandwich,True
1,1978,otherwise,False
1,145,i,False
1,1990,might,False
1,1996,have,False
1,2001,felt,False
1,165,a,False
1,2008,bit,False
1,2012,cheated,False
1,1511,the,False
1,2025,ambiance,False
1,1439,was,False
1,2038,lacking,False
1,67,as,False
1,2049,well,False
1,2054,with,False
1,2059,generic,False
1,2067,cafeteria,False
1,2077,type,False
1,2082,seating,False
1,173,as,False
1,2093,stated,False
1,2100,before,False
1,1476,and,False
1,1534,the,False
1,2115,service,False
1,245,as,False
1,2126,attentive,False
1,2136,but,False
1,2140,awkward,False
1,2148,since,False
1,417,we,False
1,2157,were,False
1,1580,the,False
1,2166,only,False
1,2171,people,False
1,137,in,False
1,2181,there,False
1,1470,so,False
1,1682,that,False
1,2195,leaves,False
1,1642,the,False
1,2206,food,False
1,2211,alone,False
1,913,to,False
1,2220,shine,False
1,1607,and,False
1,1705,the,False
1,2235,food,False
1,2240,isnt,False
1,2245,squeaking,False
1,1638,out,False
1,2259,any,False
1,2263,more,False
1,2268,stars,False
1,2274,from,False
1,118,me,False
5,0,i,False
5,2,dont,False
5,7,care,False
5,12,for,False
5,16,many,False
5,21,mill,False
5,26,avenue,False
5,33,establishments,False
5,48,during,False
5,55,the,False
5,59,school,False
5,66,year,False
5,72,drunken,False
5,80,frat,False
5,85,boys,False
5,90,playing,False
5,98,alpha,False
5,104,male,False
5,109,and,False
5,113,sorority,False
5,122,girls,False
5,128,doing,False
5,134,their,False
5,140,slutty,False
5,147,exhibitionist,False
5,161,thing,False
5,167,just,False
5,172,hit,False
5,8,a,False
5,178,sour,False
5,183,note,False
5,189,however,False
5,51,in,False
5,134,the,False
5,204,off,False
5,208,hours,False
5,204,of,False
5,217,college,False
5,225,binge,False
5,231,drinking,False
5,240,say,False
5,244,saturday,False
5,249,day,False
5,257,drinking,False
5,13,or,False
5,269,summer,False
5,276,and,False
5,280,winter,False
5,287,break,False
5,22,i,False
5,295,really,False
5,302,enjoy,False
5,42,me,False
5,311,some,False
5,316,mill,False
5,321,avenue,False
5,329,one,False
5,214,of,False
5,336,my,False
5,339,favorite,False
5,348,places,False
5,3,on,False
5,200,the,False
5,362,strip,False
5,39,is,False
5,371,fat,False
5,375,tuesdays,False
5,384,you,False
5,388,see,False
5,39,i,False
5,394,have,False
5,17,a,False
5,401,weakness,False
5,411,and,False
5,415,that,False
5,420,weakness,False
5,157,is,False
5,432,slushy,False
5,439,drinks,False
5,432,slush,False
5,454,puppies,False
5,464,mr,False
5,468,mistys,False
5,475,icees,False
5,481,and,False
5,358,the,False
5,489,mother,False
5,333,of,False
5,499,them,False
5,297,all,False
5,485,the,False
5,514,pina,False
5,519,colada,False
5,527,which,False
5,94,in,False
5,26,a,False
5,538,nutshell,False
5,368,is,False
5,550,why,False
5,51,i,False
5,556,like,False
5,561,fat,False
5,565,tuesdays,False
5,575,its,False
5,579,pure,False
5,584,sugar,False
5,590,and,False
5,475,ice,False
5,598,blended,False
5,606,into,False
5,36,a,False
5,613,melange,False
5,496,of,False
5,624,delicious,False
5,635,granted,False
5,504,all,False
5,491,the,False
5,651,red,False
5,655,frozen,False
5,662,drinks,False
5,669,taste,False
5,499,the,False
5,679,exact,False
5,685,same,False
5,690,but,False
5,510,the,False
5,699,octane,False
5,706,pina,False
5,711,colada,False
5,718,thing,False
5,724,blue,False
5,730,raspberry,False
5,742,and,False
5,746,mango,False
5,8,are,False
5,756,delicious,False
5,766,flavors,False
5,774,that,False
5,600,end,False
5,130,in,False
5,786,big,False
5,790,old,False
5,794,hangovers,False
5,804,if,False
5,807,you,False
5,811,overindulge,False
5,824,but,False
5,828,since,False
5,834,theyre,False
5,841,frozen,False
5,118,it,False
5,851,takes,False
5,857,much,False
5,862,longer,False
5,608,to,False
5,872,sip,False
5,876,one,False
5,880,down,False
5,885,than,False
5,68,a,False
5,892,regular,False
5,900,mixed,False
5,231,drink,False
5,912,saving,False
5,919,you,False
5,923,money,False
5,929,and,False
5,933,still,False
5,939,messing,False
5,947,you,False
5,455,up,False
5,954,provided,False
5,963,you,False
5,749,go,False
5,647,the,False
5,975,octane,False
5,982,route,False
5,989,make,False
5,994,sure,False
5,869,to,False
5,1002,try,False
5,17,an,False
5,1009,atomic,False
5,1016,cherry,False
5,114,or,False
5,1026,nuclear,False
5,1034,cherry,False
5,116,or,False
5,1044,whatever,False
5,1053,theyre,False
5,1060,called,False
5,1067,for,False
5,1072,cents,False
5,1078,while,False
5,1084,youre,False
5,1090,there,False
5,1097,its,False
5,82,a,False
5,1103,downright,False
5,1113,painfully,False
5,1123,delicious,False
5,1133,experience,False
5,1145,if,False
5,1084,you,False
5,797,go,False
5,1155,with,False
5,92,a,False
5,1162,group,False
5,1168,which,False
5,429,is,False
5,1177,recommended,False
5,1189,because,False
5,1148,you,False
5,1201,have,False
5,999,to,False
5,1209,bring,False
5,1084,your,False
5,881,own,False
5,1224,posse,False
5,621,of,False
5,1233,fun,False
5,951,up,False
5,1010,to,False
5,1243,mill,False
5,1248,avenue,False
5,1255,splurge,False
5,1263,for,False
5,98,a,False
5,1269,round,False
5,1230,of,False
5,1278,them,False
5,1284,then,False
5,1289,watch,False
5,1295,even,False
5,675,the,False
5,1304,manliest,False
5,1313,macho,False
5,16,man,False
5,1323,agree,False
5,1329,that,False
5,1334,those,False
5,1340,everclear,False
5,1350,soaked,False
5,1358,cherries,False
5,752,are,False
5,102,a,False
5,1113,painful,False
5,1383,bitch,False
5,1206,to,False
5,1392,confront,False
5,1401,but,False
5,1405,under,False
5,643,all,False
5,1415,circumstances,False
5,1429,dont,False
5,1434,get,False
5,694,the,False
5,1442,food,False
5,1448,its,False
5,1452,sucktastic,False
5,1463,and,False
5,1467,with,False
5,113,so,False
5,1475,many,False
5,490,other,False
5,1486,awesome,False
5,1494,options,False
5,1502,around,False
5,1509,mill,False
5,1514,why,False
5,1518,bother,False
9,0,the,False
9,4,service,False
9,12,here,False
9,17,was,False
9,21,so,False
9,24,terrible,False
9,34,we,False
9,37,had,False
9,41,to,False
9,44,ask,False
9,48,to,False
9,51,get,False
9,55,drinks,False
9,62,food,False
9,67,and,False
9,71,water,False
9,78,the,False
9,82,food,False
9,87,itself,False
9,94,was,False
9,98,pretty,False
9,105,good,False
9,111,we,False
9,114,had,False
9,118,the,False
9,122,nachos,False
9,129,for,False
9,67,an,False
9,136,appetizer,False
9,146,which,False
9,152,was,False
9,156,stacked,False
9,164,about,False
9,18,a,False
9,172,foot,False
9,177,high,False
9,182,the,False
9,186,golf,False
9,191,is,False
9,194,great,False
9,200,and,False
9,204,the,False
9,208,view,False
9,213,is,False
9,216,fantastic,False
9,226,our,False
9,230,main,False
9,235,food,False
9,240,did,False
9,244,not,False
9,248,arrive,False
9,255,together,False
9,264,which,False
9,270,was,False
9,38,a,False
9,276,little,False
9,283,confusing,False
9,259,the,False
9,298,pizza,True
9,304,arrived,False
9,312,first,False
9,318,followed,False
9,327,by,False
9,330,soup,True
9,336,mins,False
9,341,later,False
9,347,and,False
9,351,chips,False
9,357,and,False
9,361,salsa,False
9,368,mins,False
9,373,after,False
9,379,that,False
9,323,we,False
9,388,canceled,False
9,397,that,False
8,0,great,False
8,6,customer,False
8,15,service,False
8,25,love,False
8,30,thier,False
8,36,ribs,True
8,41,creme,False
8,47,brulea,False
8,54,cheesecake,False
