docID,position,term,label_x,term_before_x,term_after_x,inPrefixSuffix,tf,idf,isCapitalized,hasDescriptivePrefix,hasDescriptiveSuffix,hasIngredient
1011,100,and,False,wait,food,0.0,2,0.0010050251256281408,False,0,0,0
1013,20,and,False,bowl,it,0.0,2,0.0010050251256281408,False,0,0,0
1013,37,and,False,haha,tastes,0.0,2,0.0010050251256281408,False,1,0,0
1014,12,and,False,reviews,drooling,0.0,6,0.0010050251256281408,False,0,0,0
1014,60,and,False,tofu,the,0.0,6,0.0010050251256281408,False,1,1,0
1014,80,and,False,ttoboki,the,0.0,6,0.0010050251256281408,False,0,0,0
1014,100,and,False,vegetarians,a,0.0,6,0.0010050251256281408,False,0,0,0
1014,121,and,False,friendly,even,0.0,6,0.0010050251256281408,False,0,0,0
1014,138,and,False,food,ready,0.0,6,0.0010050251256281408,False,1,0,0
1018,10,and,False,polenta,enjoyed,0.0,6,0.0010050251256281408,False,1,0,0
1018,13,and,False,it,overall,0.0,6,0.0010050251256281408,False,0,0,0
1018,42,and,False,food,drinks,0.0,6,0.0010050251256281408,False,0,0,0
1018,53,and,False,us,the,0.0,6,0.0010050251256281408,False,0,0,0
1018,86,and,False,chefs,was,0.0,6,0.0010050251256281408,False,0,0,0
1018,104,and,False,group,there,0.0,6,0.0010050251256281408,False,0,0,0
102,25,and,False,time,it,0.0,8,0.0010050251256281408,False,0,0,0
102,40,and,False,poutine,once,0.0,8,0.0010050251256281408,False,0,0,0
102,70,and,False,sweetness,it,0.0,8,0.0010050251256281408,False,0,0,0
102,76,and,False,fries,cheese,0.0,8,0.0010050251256281408,False,0,0,0
102,89,and,False,people,I,0.0,8,0.0010050251256281408,False,0,0,0
102,102,and,False,playing,quirky,0.0,8,0.0010050251256281408,False,0,0,0
102,126,and,False,lucky,managed,0.0,8,0.0010050251256281408,False,0,0,0
102,142,and,False,street,this,0.0,8,0.0010050251256281408,False,0,0,0
1020,25,and,False,together,sharing,0.0,2,0.0010050251256281408,False,0,0,0
1020,112,and,False,Vegas,youre,0.0,2,0.0010050251256281408,False,0,0,0
1023,24,and,False,mushroom,egg,0.0,3,0.0010050251256281408,False,0,0,0
1023,32,and,False,good,very,0.0,3,0.0010050251256281408,False,0,1,0
1023,85,and,False,checks,were,0.0,3,0.0010050251256281408,False,0,0,0
1026,2,and,False,food,great,0.0,3,0.0010050251256281408,False,0,0,0
1026,33,and,False,parmesan,spaghetti,0.0,3,0.0010050251256281408,False,0,0,0
1026,63,and,False,food,fantastic,0.0,3,0.0010050251256281408,False,1,0,0
1027,29,and,False,piano,the,0.0,2,0.0010050251256281408,False,0,0,0
1027,40,and,False,drinks,Im,0.0,2,0.0010050251256281408,False,0,0,0
1030,26,and,False,beans,some,0.0,5,0.0010050251256281408,False,0,0,0
1030,29,and,False,mac,cheese,0.0,5,0.0010050251256281408,False,0,0,0
1030,42,and,False,provided,the,0.0,5,0.0010050251256281408,False,0,0,0
1030,72,and,False,mall,words,0.0,5,0.0010050251256281408,False,0,0,0
1030,89,and,False,neat,adds,0.0,5,0.0010050251256281408,False,0,0,0
1031,12,and,False,fajitas,they,0.0,1,0.0010050251256281408,False,0,0,0
1032,13,and,False,sandwich,sweet,0.0,5,0.0010050251256281408,False,0,0,0
1032,26,and,False,attentive,courteous,0.0,5,0.0010050251256281408,False,0,0,0
1032,28,and,False,courteous,my,0.0,5,0.0010050251256281408,False,0,0,0
1032,31,and,False,friend,I,0.0,5,0.0010050251256281408,False,0,0,0
1032,45,and,False,breakfast,brunch,0.0,5,0.0010050251256281408,False,0,0,0
1033,11,and,False,great,the,0.0,3,0.0010050251256281408,False,0,0,0
1033,26,and,False,here,have,0.0,3,0.0010050251256281408,False,0,0,0
1034,20,and,False,diligent,courteous,0.0,8,0.0010050251256281408,False,0,0,0
1034,39,and,False,doing,checked,0.0,8,0.0010050251256281408,False,0,0,0
1034,51,and,False,tomato,mixed,0.0,8,0.0010050251256281408,False,0,0,0
1034,57,and,False,delicious,a,0.0,8,0.0010050251256281408,False,0,1,0
1034,63,and,False,onion,green,0.0,8,0.0010050251256281408,False,0,0,0
1034,106,and,False,oven,the,0.0,8,0.0010050251256281408,False,0,0,0
1034,125,and,False,bar,TVs,0.0,8,0.0010050251256281408,False,0,0,0
1034,129,and,False,dad,I,0.0,8,0.0010050251256281408,False,0,0,0
1035,17,and,False,blueberries,was,0.0,4,0.0010050251256281408,False,0,1,0
1035,64,and,False,nice,attentive,0.0,4,0.0010050251256281408,False,0,0,0
1035,66,and,False,attentive,the,0.0,4,0.0010050251256281408,False,0,0,0
1035,89,and,False,healthy,a,0.0,4,0.0010050251256281408,False,0,0,0
1036,5,and,False,hours,the,0.0,6,0.0010050251256281408,False,0,0,0
1036,16,and,False,bulgogi,they,0.0,6,0.0010050251256281408,False,0,0,0
1036,29,and,False,chicken,would,0.0,6,0.0010050251256281408,False,0,0,0
1036,42,and,False,loud,drunk,0.0,6,0.0010050251256281408,False,0,0,0
1036,46,and,False,screaming,cursing,0.0,6,0.0010050251256281408,False,0,0,0
1036,68,and,False,us,they,0.0,6,0.0010050251256281408,False,0,0,0
1041,19,and,False,salad,a,0.0,7,0.0010050251256281408,False,0,0,0
1041,25,and,False,asparagus,a,0.0,7,0.0010050251256281408,False,0,0,0
1041,76,and,False,them,the,0.0,7,0.0010050251256281408,False,0,0,0
1041,107,and,False,over,asked,0.0,7,0.0010050251256281408,False,0,0,0
1041,113,and,False,okay,we,0.0,7,0.0010050251256281408,False,0,0,0
1041,120,and,False,ribs,she,0.0,7,0.0010050251256281408,False,0,0,0
1041,151,and,False,okay,the,0.0,7,0.0010050251256281408,False,0,0,0
107,30,and,False,live,we,0.0,12,0.0010050251256281408,False,0,0,0
107,48,and,False,nice,clean,0.0,12,0.0010050251256281408,False,0,0,0
107,50,and,False,clean,much,0.0,12,0.0010050251256281408,False,0,0,0
107,81,and,False,drinks,food,0.0,12,0.0010050251256281408,False,0,0,0
107,83,and,False,food,was,0.0,12,0.0010050251256281408,False,0,0,0
107,98,and,False,parm,I,0.0,12,0.0010050251256281408,False,0,0,0
107,140,and,False,mushrooms,red,0.0,12,0.0010050251256281408,False,0,0,0
107,147,and,False,shrimp,pesto,0.0,12,0.0010050251256281408,False,0,0,0
107,155,and,False,combinations,flavours,0.0,12,0.0010050251256281408,False,0,0,0
107,217,and,False,soggy,couldnt,0.0,12,0.0010050251256281408,False,0,0,0
107,246,and,False,brule,it,0.0,12,0.0010050251256281408,False,0,0,0
107,261,and,False,inhouse,I,0.0,12,0.0010050251256281408,False,0,0,0
108,42,and,False,cream,the,0.0,6,0.0010050251256281408,False,0,0,0
108,59,and,False,Twix,birthday,0.0,6,0.0010050251256281408,False,0,0,0
108,62,and,False,cake,they,0.0,6,0.0010050251256281408,False,0,0,0
108,80,and,False,boring,lacked,0.0,6,0.0010050251256281408,False,0,0,0
108,89,and,False,Skor,chocolate,0.0,6,0.0010050251256281408,False,0,0,0
108,169,and,False,perfect,in,0.0,6,0.0010050251256281408,False,0,0,0
11,39,and,False,bad,not,0.0,2,0.0010050251256281408,False,0,0,0
11,62,and,False,menu,its,0.0,2,0.0010050251256281408,False,0,0,0
110,17,and,False,orders,raves,0.0,8,0.0010050251256281408,False,0,0,0
110,31,and,False,fat,while,0.0,8,0.0010050251256281408,False,0,0,0
110,57,and,False,cucumbers,didnt,0.0,8,0.0010050251256281408,False,0,0,0
110,106,and,False,good,I,0.0,8,0.0010050251256281408,False,0,0,0
110,124,and,False,scallops,peanuts,0.0,8,0.0010050251256281408,False,0,0,0
110,156,and,False,cheaper,less,0.0,8,0.0010050251256281408,False,0,0,0
110,170,and,False,tables,so,0.0,8,0.0010050251256281408,False,0,0,0
110,219,and,False,skirt,having,0.0,8,0.0010050251256281408,False,0,0,0
111,26,and,False,filling,was,0.0,2,0.0010050251256281408,False,0,1,0
111,29,and,False,delicious,the,0.0,2,0.0010050251256281408,False,0,0,0
112,10,and,False,DriveIns,Dives,0.0,9,0.0010050251256281408,False,0,0,0
112,60,and,False,fish,chips,0.0,9,0.0010050251256281408,False,0,0,0
112,79,and,False,away,was,0.0,9,0.0010050251256281408,False,0,0,0
112,95,and,False,walls,some,0.0,9,0.0010050251256281408,False,0,0,0
112,134,and,False,fish,some,0.0,9,0.0010050251256281408,False,0,0,0
112,172,and,False,food,gave,0.0,9,0.0010050251256281408,False,0,0,0
112,181,and,False,job,she,0.0,9,0.0010050251256281408,False,0,0,0
112,186,and,False,more,no,0.0,9,0.0010050251256281408,False,0,1,0
112,198,and,False,special,the,0.0,9,0.0010050251256281408,False,0,0,0
114,15,and,False,party,we,0.0,14,0.0010050251256281408,False,0,0,0
114,24,and,False,in,looked,0.0,14,0.0010050251256281408,False,0,0,0
114,29,and,False,selection,decided,0.0,14,0.0010050251256281408,False,0,0,0
114,34,and,False,wanted,when,0.0,14,0.0010050251256281408,False,0,0,0
114,46,and,False,order,we,0.0,14,0.0010050251256281408,False,0,0,0
114,59,and,False,order,instead,0.0,14,0.0010050251256281408,False,0,0,0
114,65,and,False,down,look,0.0,14,0.0010050251256281408,False,0,0,0
114,124,and,False,rang,he,0.0,14,0.0010050251256281408,False,0,0,0
114,129,and,False,call,walked,0.0,14,0.0010050251256281408,False,0,0,0
114,150,and,False,call,he,0.0,14,0.0010050251256281408,False,0,0,0
114,168,and,False,off,ordered,0.0,14,0.0010050251256281408,False,0,0,0
114,176,and,False,cheesecake,my,0.0,14,0.0010050251256281408,False,0,0,0
114,190,and,False,her,we,0.0,14,0.0010050251256281408,False,0,0,0
114,212,and,False,here,the,0.0,14,0.0010050251256281408,False,0,0,0
116,26,and,False,heads,tails,0.0,6,0.0010050251256281408,False,0,0,0
116,84,and,False,places,service,0.0,6,0.0010050251256281408,False,0,0,0
116,109,and,False,drink,then,0.0,6,0.0010050251256281408,False,0,0,0
116,124,and,False,that,can,0.0,6,0.0010050251256281408,False,0,0,0
116,188,and,False,small,cramped,0.0,6,0.0010050251256281408,False,0,0,0
116,215,and,False,watch,theyve,0.0,6,0.0010050251256281408,False,0,0,0
119,6,and,False,husband,another,0.0,20,0.0010050251256281408,False,0,0,0
119,25,and,False,before,Im,0.0,20,0.0010050251256281408,False,0,0,0
119,48,and,False,hostess,a,0.0,20,0.0010050251256281408,False,0,0,0
119,53,and,False,out,graciously,0.0,20,0.0010050251256281408,False,0,0,0
119,68,and,False,call,reserve,0.0,20,0.0010050251256281408,False,0,0,0
119,85,and,False,one,they,0.0,20,0.0010050251256281408,False,0,0,0
119,97,and,False,great,according,0.0,20,0.0010050251256281408,False,0,0,0
119,113,and,False,menu,it,0.0,20,0.0010050251256281408,False,0,0,0
119,117,and,False,great,I,0.0,20,0.0010050251256281408,False,0,0,0
119,127,and,False,fixe,it,0.0,20,0.0010050251256281408,False,0,0,0
119,143,and,False,asked,the,0.0,20,0.0010050251256281408,False,0,0,0
119,155,and,False,tried,was,1.0,20,0.0010050251256281408,False,0,0,0
119,160,and,False,lasagna,pork,0.0,20,0.0010050251256281408,False,0,0,0
119,180,and,False,baked,was,0.0,20,0.0010050251256281408,False,0,0,0
119,197,and,False,it,the,0.0,20,0.0010050251256281408,False,0,0,0
119,271,and,False,lovely,attentive,0.0,20,0.0010050251256281408,False,0,0,0
119,273,and,False,attentive,not,0.0,20,0.0010050251256281408,False,0,0,0
119,291,and,False,happy,satisfied,0.0,20,0.0010050251256281408,False,0,0,0
119,313,and,False,myself,my,0.0,20,0.0010050251256281408,False,0,0,0
119,317,and,False,had,the,0.0,20,0.0010050251256281408,False,0,0,0
12,11,and,False,poutine,the,0.0,1,0.0010050251256281408,False,0,0,0
120,12,and,False,cocktail,my,0.0,6,0.0010050251256281408,False,0,0,0
120,54,and,False,great,the,0.0,6,0.0010050251256281408,False,0,0,0
120,61,and,False,size,were,0.0,6,0.0010050251256281408,False,1,0,0
120,68,and,False,scotch,said,0.0,6,0.0010050251256281408,False,0,0,0
120,90,and,False,sister,my,0.0,6,0.0010050251256281408,False,0,0,0
120,134,and,False,time,giving,0.0,6,0.0010050251256281408,False,0,0,0
122,49,and,False,pasta,the,0.0,7,0.0010050251256281408,False,0,0,0
122,87,and,False,wine,did,0.0,7,0.0010050251256281408,False,0,0,0
122,114,and,False,spaces,pretentiously,0.0,7,0.0010050251256281408,False,0,0,0
122,134,and,False,clean,comfy,0.0,7,0.0010050251256281408,False,0,0,0
122,158,and,False,home,fake,0.0,7,0.0010050251256281408,False,0,0,0
122,178,and,False,average,the,0.0,7,0.0010050251256281408,False,0,0,0
122,201,and,False,cant,this,0.0,7,0.0010050251256281408,False,0,0,0
123,26,and,False,hostess,our,0.0,3,0.0010050251256281408,False,0,0,0
123,32,and,False,lovely,theyre,0.0,3,0.0010050251256281408,False,0,0,0
123,91,and,False,sandwich,couldnt,0.0,3,0.0010050251256281408,False,0,0,0
124,9,and,False,parents,so,0.0,10,0.0010050251256281408,False,0,0,0
124,45,and,False,Bellagio,The,0.0,10,0.0010050251256281408,False,0,0,0
124,64,and,False,window,were,0.0,10,0.0010050251256281408,False,0,0,0
124,75,and,False,cheese,herbs,0.0,10,0.0010050251256281408,False,0,1,0
124,84,and,False,chicken,my,0.0,10,0.0010050251256281408,False,0,0,0
124,94,and,False,came,was,0.0,10,0.0010050251256281408,False,0,1,0
124,112,and,False,end,so,0.0,10,0.0010050251256281408,False,0,0,0
124,122,and,False,jellies,chocolate,0.0,10,0.0010050251256281408,False,0,0,0
124,124,and,False,chocolate,then,0.0,10,0.0010050251256281408,False,0,0,0
124,173,and,False,delicious,the,0.0,10,0.0010050251256281408,False,0,0,0
128,6,and,False,Mexican,came,0.0,12,0.0010050251256281408,False,0,0,0
128,37,and,False,reviews,wasnt,0.0,12,0.0010050251256281408,False,1,0,0
128,61,and,False,space,luckily,0.0,12,0.0010050251256281408,False,0,0,0
128,74,and,False,cozy,we,0.0,12,0.0010050251256281408,False,0,0,0
128,79,and,False,greeted,seated,0.0,12,0.0010050251256281408,False,0,0,0
128,86,and,False,enchilada,my,0.0,12,0.0010050251256281408,False,0,0,0
128,96,and,False,out,the,0.0,12,0.0010050251256281408,False,0,0,0
128,110,and,False,tomatoes,refried,0.0,12,0.0010050251256281408,False,0,0,0
128,115,and,False,appetizer,our,0.0,12,0.0010050251256281408,False,0,0,0
128,121,and,False,to,we,0.0,12,0.0010050251256281408,False,0,0,0
128,129,and,False,good,food,0.0,12,0.0010050251256281408,False,0,0,0
128,133,and,False,good,it,0.0,12,0.0010050251256281408,False,0,0,0
129,6,and,False,husband,baby,0.0,4,0.0010050251256281408,False,0,0,0
129,73,and,False,brunches,other,0.0,4,0.0010050251256281408,False,0,0,0
129,99,and,False,number,wait,0.0,4,0.0010050251256281408,False,0,0,0
129,109,and,False,friendly,service,0.0,4,0.0010050251256281408,False,0,0,0
130,10,and,False,crowded,I,0.0,8,0.0010050251256281408,False,0,0,0
130,21,and,False,errands,hadnt,0.0,8,0.0010050251256281408,False,0,0,0
130,41,and,False,sandwich,iced,0.0,8,0.0010050251256281408,False,0,0,0
130,56,and,False,colour,tasted,0.0,8,0.0010050251256281408,False,0,0,0
130,92,and,False,be,the,0.0,8,0.0010050251256281408,False,0,0,0
130,102,and,False,drink,gave,0.0,8,0.0010050251256281408,False,0,0,0
130,132,and,False,good,the,0.0,8,0.0010050251256281408,False,0,1,0
130,137,and,False,peppers,mozzerella,0.0,8,0.0010050251256281408,False,0,0,0
134,8,and,False,people,took,0.0,5,0.0010050251256281408,False,0,0,0
134,42,and,False,courses,two,0.0,5,0.0010050251256281408,False,0,0,0
134,64,and,False,taste,jalapenos,0.0,5,0.0010050251256281408,False,0,0,0
134,106,and,False,lentils,had,0.0,5,0.0010050251256281408,False,0,0,0
134,169,and,False,fantastic,its,0.0,5,0.0010050251256281408,False,0,0,0
135,32,and,False,side,coffee,0.0,3,0.0010050251256281408,False,0,0,0
135,34,and,False,coffee,food,0.0,3,0.0010050251256281408,False,0,0,0
135,44,and,False,good,overall,0.0,3,0.0010050251256281408,False,0,0,0
136,33,and,False,area,is,0.0,11,0.0010050251256281408,False,0,0,0
136,67,and,False,bottom,water,0.0,11,0.0010050251256281408,False,0,0,0
136,112,and,False,food,service,0.0,11,0.0010050251256281408,False,0,0,0
136,118,and,False,alright,then,0.0,11,0.0010050251256281408,False,0,0,0
136,133,and,False,orders,then,0.0,11,0.0010050251256281408,False,0,0,0
136,172,and,False,food,we,0.0,11,0.0010050251256281408,False,0,0,0
136,201,and,False,plate,cover,0.0,11,0.0010050251256281408,False,0,0,0
136,230,and,False,cheap,then,0.0,11,0.0010050251256281408,False,0,0,0
136,244,and,False,bill,pay,0.0,11,0.0010050251256281408,False,0,0,0
136,267,and,False,shortages,service,0.0,11,0.0010050251256281408,False,0,0,0
136,280,and,False,Oliver,Bonicini,0.0,11,0.0010050251256281408,False,0,0,0
138,5,and,False,sister,her,0.0,7,0.0010050251256281408,False,0,0,0
138,14,and,False,hungry,ordered,0.0,7,0.0010050251256281408,False,0,0,0
138,41,and,False,perogies,chips,0.0,7,0.0010050251256281408,False,0,0,0
138,43,and,False,chips,dip,0.0,7,0.0010050251256281408,False,0,0,0
138,51,and,False,good,the,0.0,7,0.0010050251256281408,False,0,0,0
138,91,and,False,one,even,0.0,7,0.0010050251256281408,False,1,0,0
138,110,and,False,coat,it,0.0,7,0.0010050251256281408,False,0,0,0
139,23,and,False,ordered,which,0.0,2,0.0010050251256281408,False,0,0,0
139,41,and,False,pistachio,it,0.0,2,0.0010050251256281408,False,0,0,0
14,29,and,False,seven,based,0.0,1,0.0010050251256281408,False,0,0,0
142,43,and,False,dinner,decided,0.0,6,0.0010050251256281408,False,0,0,0
142,56,and,False,good,pizzas,0.0,6,0.0010050251256281408,False,0,0,0
142,61,and,False,fast,fresh,0.0,6,0.0010050251256281408,False,0,0,0
142,69,and,False,crusts,gooey,0.0,6,0.0010050251256281408,False,1,0,0
142,87,and,False,plates,apologized,0.0,6,0.0010050251256281408,False,0,0,0
142,126,and,False,pricey,the,0.0,6,0.0010050251256281408,False,0,0,0
143,82,and,False,dinner,it,0.0,3,0.0010050251256281408,False,0,0,0
143,112,and,False,lazy,not,0.0,3,0.0010050251256281408,False,0,0,0
143,123,and,False,alcohol,food,0.0,3,0.0010050251256281408,False,0,0,0
145,11,and,False,into,place,0.0,5,0.0010050251256281408,False,0,0,0
145,14,and,False,order,wait,0.0,5,0.0010050251256281408,False,0,0,0
145,24,and,False,together,waiting,0.0,5,0.0010050251256281408,False,0,0,0
145,26,and,False,waiting,they,0.0,5,0.0010050251256281408,False,0,0,0
145,65,and,False,here,nothing,0.0,5,0.0010050251256281408,False,0,0,0
146,17,and,False,before,Im,0.0,4,0.0010050251256281408,False,1,0,0
146,42,and,False,adventurous,trying,0.0,4,0.0010050251256281408,False,0,0,0
146,169,and,False,place,as,0.0,4,0.0010050251256281408,False,0,0,0
146,236,and,False,bit,as,0.0,4,0.0010050251256281408,False,0,0,0
147,18,and,False,husband,I,0.0,10,0.0010050251256281408,False,0,0,0
147,40,and,False,it,High,0.0,10,0.0010050251256281408,False,0,0,0
147,49,and,False,clean,trendy,0.0,10,0.0010050251256281408,False,0,0,0
147,52,and,False,looking,we,0.0,10,0.0010050251256281408,False,0,0,0
147,102,and,False,perogies,some,0.0,10,0.0010050251256281408,False,0,0,0
147,149,and,False,people,a,0.0,10,0.0010050251256281408,False,0,0,0
147,159,and,False,have,what,0.0,10,0.0010050251256281408,False,0,0,0
147,166,and,False,fast,good,0.0,10,0.0010050251256281408,False,0,0,0
147,168,and,False,good,everything,0.0,10,0.0010050251256281408,False,0,0,0
147,175,and,False,it,Ill,0.0,10,0.0010050251256281408,False,0,0,0
149,13,and,False,breakfast,a,0.0,12,0.0010050251256281408,False,0,0,0
149,28,and,False,went,had,0.0,12,0.0010050251256281408,False,0,0,0
149,40,and,False,waitress,was,0.0,12,0.0010050251256281408,False,0,0,0
149,64,and,False,late,were,0.0,12,0.0010050251256281408,False,0,0,0
149,72,and,False,dinner,found,0.0,12,0.0010050251256281408,False,0,0,0
149,124,and,False,Eminem,the,0.0,12,0.0010050251256281408,False,0,0,0
149,129,and,False,screaming,cheering,0.0,12,0.0010050251256281408,False,0,0,0
149,139,and,False,try,avoid,0.0,12,0.0010050251256281408,False,0,0,0
149,161,and,False,dinners,therefore,0.0,12,0.0010050251256281408,False,0,0,0
149,175,and,False,this,left,0.0,12,0.0010050251256281408,False,0,0,0
149,183,and,False,bread,eggs,0.0,12,0.0010050251256281408,False,0,0,0
149,191,and,False,Rock,Ritas,0.0,12,0.0010050251256281408,False,0,0,0
150,22,and,False,lovely,personable,0.0,3,0.0010050251256281408,False,0,0,0
150,30,and,False,large,the,0.0,3,0.0010050251256281408,False,0,0,0
150,36,and,False,yummy,not,0.0,3,0.0010050251256281408,False,0,0,0
152,18,and,False,foods,nice,0.0,9,0.0010050251256281408,False,0,0,0
152,39,and,False,open,go,0.0,9,0.0010050251256281408,False,0,0,0
152,43,and,False,once,awhile,0.0,9,0.0010050251256281408,False,0,0,0
152,51,and,False,service,the,0.0,9,0.0010050251256281408,False,0,0,0
152,75,and,False,bacon,toast,0.0,9,0.0010050251256281408,False,0,0,0
152,77,and,False,toast,I,0.0,9,0.0010050251256281408,False,0,0,0
152,104,and,False,spinach,cheese,0.0,9,0.0010050251256281408,False,0,0,0
152,107,and,False,omelet,wasnt,0.0,9,0.0010050251256281408,False,0,0,0
152,120,and,False,omelet,it,0.0,9,0.0010050251256281408,False,0,0,0
157,62,and,False,years,they,0.0,2,0.0010050251256281408,False,0,0,0
157,94,and,False,up,I,0.0,2,0.0010050251256281408,False,0,0,0
158,12,and,False,me,so,0.0,8,0.0010050251256281408,False,0,0,0
158,22,and,False,once,awhile,0.0,8,0.0010050251256281408,False,0,0,0
158,30,and,False,meal,didnt,0.0,8,0.0010050251256281408,False,0,0,0
158,58,and,False,around,order,0.0,8,0.0010050251256281408,False,0,0,0
158,65,and,False,booths,they,0.0,8,0.0010050251256281408,False,0,0,0
158,102,and,False,beef,other,0.0,8,0.0010050251256281408,False,0,0,0
158,145,and,False,tasting,uninspired,0.0,8,0.0010050251256281408,False,0,0,0
158,191,and,False,food,the,0.0,8,0.0010050251256281408,False,0,0,0
16,14,and,False,weekend,wind,0.0,4,0.0010050251256281408,False,0,0,0
16,33,and,False,tasty,salty,0.0,4,0.0010050251256281408,False,0,0,0
16,71,and,False,out,the,0.0,4,0.0010050251256281408,False,0,0,0
161,51,and,False,cheesy,delicious,0.0,4,0.0010050251256281408,False,0,0,0
161,63,and,False,pizza,the,0.0,4,0.0010050251256281408,False,0,0,0
161,133,and,False,cheap,the,0.0,4,0.0010050251256281408,False,0,0,0
161,144,and,False,prices,the,0.0,4,0.0010050251256281408,False,0,0,0
163,5,and,False,friendly,took,0.0,8,0.0010050251256281408,False,0,0,0
163,13,and,False,mussels,my,0.0,8,0.0010050251256281408,False,0,0,0
163,40,and,False,pork,I,0.0,8,0.0010050251256281408,False,0,0,0
163,51,and,False,well,the,0.0,8,0.0010050251256281408,False,0,0,0
163,56,and,False,tender,nice,0.0,8,0.0010050251256281408,False,0,0,0
163,69,and,False,overcooked,fell,0.0,8,0.0010050251256281408,False,0,0,0
163,89,and,False,chicken,mushrooms,0.0,8,0.0010050251256281408,False,0,0,0
163,120,and,False,home,be,0.0,8,0.0010050251256281408,False,0,0,0
165,15,and,False,good,the,0.0,3,0.0010050251256281408,False,0,0,0
165,31,and,False,drinks,I,0.0,3,0.0010050251256281408,False,0,0,0
165,52,and,False,pizzas,split,0.0,3,0.0010050251256281408,False,0,0,0
167,25,and,False,here,get,0.0,6,0.0010050251256281408,False,0,0,0
167,68,and,False,here,shortly,0.0,6,0.0010050251256281408,False,0,0,0
167,88,and,False,good,this,0.0,6,0.0010050251256281408,False,0,0,0
167,103,and,False,nice,the,0.0,6,0.0010050251256281408,False,0,0,0
167,137,and,False,burrito,I,0.0,6,0.0010050251256281408,False,0,0,0
167,161,and,False,rice,beans,0.0,6,0.0010050251256281408,False,0,0,0
168,5,and,False,whim,was,0.0,10,0.0010050251256281408,False,0,0,0
168,13,and,False,ODB,my,0.0,10,0.0010050251256281408,False,0,0,0
168,27,and,False,it,was,0.0,10,0.0010050251256281408,False,0,1,0
